id,gender,anon,total_matches,prem_rct
12128,0,0,20.65329668,0
12129,0,0,11.33266767,0
12130,0,1,11.43676747,1
12131,0,0,12.6858005,0
12132,1,1,8.446594295,1
12133,0,1,8.735656501,1
12134,1,1,17.66743812,1
12135,1,0,3.280690459,1
12136,0,1,9.406078126,1
12137,1,0,4.032863881,0
12138,0,1,12.90755909,1
12139,0,1,11.16435037,1
12140,0,1,15.21689248,1
12141,0,1,13.37989298,1
12142,1,0,5.718807853,1
12143,0,0,13.22154021,0
12144,0,1,12.32161093,1
12145,1,0,3.780617954,0
12146,0,0,10.15419808,0
12147,1,1,37.13886988,1
12148,1,1,18.31935712,1
12149,1,1,7.778914797,1
12150,1,1,10.10797285,1
12151,1,0,7.213189339,0
12152,1,1,9.190847996,1
12153,0,1,8.385023385,1
12154,0,0,12.12669207,1
12155,1,1,12.95713479,1
12156,1,1,12.19597724,1
12157,1,1,16.97551596,1
12158,0,1,14.06629041,1
12159,1,0,1.840611182,0
12160,1,1,18.79844151,1
12161,0,1,12.70783625,1
12162,0,0,13.00174174,0
12163,1,0,5.203223473,0
12164,0,1,12.91496974,1
12165,1,0,2.823976235,0
12166,1,1,29.86613475,1
12167,0,0,10.66781566,0
12168,1,0,5.141032049,0
12169,1,0,3.924752289,0
12170,0,0,12.12443097,0
12171,0,1,13.3302642,1
12172,0,0,13.60308646,0
12173,1,0,1.822578663,0
12174,1,1,39.93492469,1
12175,1,0,6.505058718,0
12176,1,0,2.577727947,0
12177,1,1,15.34194463,1
12178,1,1,44.18954738,1
12179,1,1,13.32918662,1
12180,1,1,8.382129363,1
12181,0,0,15.61519931,0
12182,1,1,4.417084701,1
12183,1,1,40.55083543,1
12184,0,1,12.19205041,1
12185,1,1,25.65442009,1
12186,1,1,14.3448656,1
12187,0,0,16.08537921,0
12188,1,0,2.777952352,0
12189,0,0,12.02987781,0
12190,1,0,3.118035723,0
12191,1,0,3.137462257,0
12192,0,0,11.36509821,0
12193,1,1,11.32069499,1
12194,0,0,8.929022806,0
12195,0,0,10.23404392,0
12196,1,1,22.86322716,1
12197,0,1,8.763959073,1
12198,1,1,31.89588134,1
12199,1,0,2.847461941,0
12200,1,0,4.129691306,0
12201,0,1,15.14901765,1
12202,0,1,8.843506517,1
12203,0,1,11.26534768,1
12204,1,1,7.295208119,1
12205,1,1,19.58903642,1
12206,0,1,12.6701116,1
12207,1,0,5.545683561,1
12208,1,0,3.105280229,0
12209,1,0,3.919724294,0
12210,1,1,30.69622865,1
12211,1,1,30.49431608,1
12212,1,1,7.854785069,1
12213,0,0,12.91312371,0
12214,0,1,13.24725542,1
12215,1,1,33.90512019,1
12216,0,0,14.19218435,0
12217,1,0,2.614127328,0
12218,0,0,11.12665119,0
12219,1,0,4.370859873,0
12220,1,0,5.421779629,0
12221,0,0,14.68434579,0
12222,1,1,28.37958984,1
12223,1,1,10.52106013,1
12224,1,1,12.20180195,1
12225,0,0,16.99276022,0
12226,0,0,13.77229045,0
12227,1,1,10.94663318,1
12228,1,0,3.935578689,0
12229,0,0,14.90088261,0
12230,0,1,8.98431579,1
12231,1,1,13.58995836,1
12232,0,0,16.22389613,0
12233,0,1,16.9637747,1
12234,0,0,13.59043565,0
12235,0,1,10.15651709,1
12236,0,0,17.12572539,0
12237,1,1,11.25803212,1
12238,0,0,15.04632331,0
12239,1,0,3.554430368,0
12240,1,1,23.44608792,1
12241,0,0,14.61336465,0
12242,1,1,4.623113729,1
12243,1,1,7.814787415,1
12244,1,0,2.212681667,0
12245,1,0,1.391459928,0
12246,0,1,14.85438909,1
12247,0,1,16.38757648,1
12248,0,0,13.48898286,0
12249,1,0,3.223182985,0
12250,0,0,12.44145205,0
12251,0,0,15.45064933,0
12252,1,0,2.494722134,0
12253,0,0,15.26064721,0
12254,1,1,4.086752657,1
12255,1,1,23.99372687,1
12256,0,1,11.7793876,1
12257,1,1,25.36242233,1
12258,1,0,5.441885735,1
12259,1,1,6.387142705,1
12260,0,1,13.90331149,1
12261,1,0,3.858797213,0
12262,0,0,15.71534487,0
12263,1,1,2.969159849,0
12264,1,1,18.28372562,1
12265,1,0,2.105773054,0
12266,1,1,15.84162642,1
12267,1,0,2.511821025,0
12268,0,0,14.67391668,0
12269,1,1,11.75997545,1
12270,0,1,11.38033554,1
12271,1,0,5.648127192,0
12272,1,1,11.94860903,1
12273,1,0,2.652317212,0
12274,0,1,9.734529878,1
12275,1,0,3.956503944,0
12276,0,0,12.02762444,0
12277,1,0,4.00806896,0
12278,1,1,28.47879969,1
12279,1,0,3.982692781,0
12280,0,0,15.45690102,0
12281,1,1,15.40610307,1
12282,1,0,3.414558205,0
12283,1,0,2.907050678,0
12284,1,0,4.392516041,0
12285,1,1,8.699453596,1
12286,1,1,14.4962392,1
12287,0,0,14.42163546,0
12288,1,1,23.64611812,1
12289,1,0,3.896153805,0
12290,1,1,47.96179724,1
12291,1,0,4.671026449,0
12292,1,1,5.414837844,1
12293,0,0,10.71611822,0
12294,1,0,6.24362456,0
12295,0,0,10.2412655,0
12296,1,0,2.088814254,0
12297,0,1,17.67201066,1
12298,0,0,16.16225128,0
12299,0,1,9.71084592,1
12300,0,1,13.88734227,1
12301,1,1,29.09269644,1
12302,0,0,9.472488741,0
12303,0,0,12.50227642,0
12304,0,1,15.36881857,1
12305,0,0,16.79790744,0
12306,1,1,28.56077475,1
12307,1,1,6.021594909,1
12308,1,1,43.43589849,1
12309,1,0,4.022170915,0
12310,1,0,4.992662349,0
12311,1,0,2.466823065,0
12312,0,1,17.85002735,1
12313,1,0,2.80145083,0
12314,0,1,12.7587251,1
12315,1,1,3.895343386,1
12316,1,0,4.728344674,0
12317,0,0,10.32886018,0
12318,1,0,5.490666066,0
12319,1,0,3.781965356,0
12320,1,0,3.202053296,0
12321,0,0,10.53879124,0
12322,1,0,3.465977841,0
12323,1,1,4.650205612,1
12324,0,1,17.14797812,1
12325,1,0,4.313862189,0
12326,1,0,5.054900543,0
12327,0,0,12.088111,0
12328,0,1,15.65378152,1
12329,0,0,15.13849101,0
12330,0,0,16.96987614,0
12331,1,0,1.564815792,0
12332,0,1,14.4125521,1
12333,0,0,15.36733367,0
12334,0,0,11.01167703,0
12335,1,1,22.34597154,1
12336,0,1,14.10272313,1
12337,1,1,6.196763507,1
12338,1,0,1.400492472,0
12339,1,1,34.2418358,1
12340,1,0,1.900421188,0
12341,0,0,16.43138938,0
12342,0,0,14.85237528,0
12343,0,0,15.58834339,0
12344,1,0,2.951455515,0
12345,1,0,3.499710837,0
12346,0,0,10.39724363,0
12347,1,0,5.058531201,0
12348,1,1,8.569108133,1
12349,0,1,11.90040235,1
12350,0,0,12.3395178,0
12351,0,0,11.31707695,0
12352,1,0,1.461751386,0
12353,1,1,14.02465934,1
12354,1,0,2.025701516,0
12355,0,0,10.70077577,0
12356,1,1,9.485246027,1
12357,1,1,10.7940034,1
12358,1,1,16.35964845,1
12359,1,1,26.90284921,1
12360,0,0,12.96382412,0
12361,1,1,4.090821437,1
12362,1,1,10.31632811,1
12363,0,1,10.88366548,1
12364,0,1,9.289016127,1
12365,0,1,13.89968678,1
12366,1,0,4.42061757,0
12367,0,0,13.45866216,0
12368,1,0,4.315044071,0
12369,0,1,8.908929173,1
12370,0,0,12.38075,0
12371,0,0,13.11154671,0
12372,1,1,13.74480072,1
12373,1,1,25.93392468,1
12374,1,0,7.059585262,0
12375,0,0,15.07139732,0
12376,0,1,18.26915238,1
12377,0,1,10.76786285,1
12378,1,0,5.21032706,0
12379,1,1,15.46994035,1
12380,1,0,1.83164254,0
12381,0,1,15.54082366,1
12382,1,0,2.582029605,0
12383,1,0,3.349763134,0
12384,1,1,17.14925525,1
12385,1,0,1.457609158,0
12386,0,0,12.40081193,0
12387,0,1,12.93466515,1
12388,1,1,16.47957896,1
12389,1,1,22.67117023,1
12390,1,0,3.519722625,0
12391,0,1,12.11441637,1
12392,0,0,12.28170625,0
12393,1,1,17.75460819,1
12394,1,1,16.65876126,1
12395,0,1,11.45546576,1
12396,1,1,8.114463352,1
12397,1,1,23.65865337,1
12398,0,1,9.043014509,1
12399,1,0,2.536089697,0
12400,1,1,15.43987613,1
12401,1,0,1.479278515,0
12402,1,0,2.913635643,0
12403,1,1,10.25777024,1
12404,0,0,12.18602301,0
12405,0,0,12.83509011,0
12406,1,0,2.895619713,0
12407,1,0,2.694701374,0
12408,0,0,10.27841451,0
12409,1,1,12.89793011,1
12410,0,1,12.38416589,1
12411,0,1,14.77014663,1
12412,0,0,14.27198014,0
12413,1,1,7.921114772,1
12414,0,0,13.43595761,0
12415,1,1,11.77112936,1
12416,1,1,40.8229802,1
12417,0,1,13.43283865,1
12418,1,0,3.139100159,0
12419,0,1,20.32133809,1
12420,0,1,18.36533207,1
12421,0,0,20.43652743,0
12422,1,1,24.14432179,1
12423,0,1,9.96541104,1
12424,0,0,12.13926303,0
12425,0,0,11.91342147,0
12426,1,1,5.105002385,1
12427,0,1,11.12204124,1
12428,1,0,1.822845881,0
12429,0,1,12.92318768,1
12430,1,1,10.31404856,1
12431,1,0,3.142120919,0
12432,1,1,14.86896247,1
12433,0,1,11.00149221,1
12434,1,0,2.182007941,0
12435,1,1,49.95267354,1
12436,0,1,14.21901895,1
12437,1,0,5.104293518,0
12438,0,0,14.94576164,0
12439,1,0,3.304105758,0
12440,0,0,11.66947387,0
12441,1,0,5.343812373,0
12442,0,1,8.164033691,1
12443,0,0,14.31295131,0
12444,0,1,12.00215407,1
12445,1,0,2.871305699,0
12446,1,1,15.12111697,1
12447,0,0,13.53633264,0
12448,1,0,3.740628133,0
12449,0,0,10.36713339,0
12450,1,1,18.81132593,1
12451,1,1,5.55364597,1
12452,1,0,2.251048963,0
12453,1,1,19.67612049,1
12454,1,1,19.6395678,1
12455,0,1,8.790096091,1
12456,0,0,15.29380103,0
12457,1,1,18.71529809,1
12458,1,0,5.049591912,0
12459,1,1,16.3656808,1
12460,1,0,3.013132257,0
12461,1,0,4.885039524,0
12462,0,0,9.526716227,0
12463,0,0,14.43141213,0
12464,1,0,5.425988716,0
12465,0,0,16.25262974,0
12466,0,1,11.51435447,1
12467,1,0,2.514818058,0
12468,1,0,3.251116677,0
12469,1,0,2.549967728,0
12470,1,0,1.900681487,0
12471,1,0,3.979344062,0
12472,0,1,12.64186936,1
12473,0,1,11.54807506,1
12474,1,0,4.948805482,0
12475,1,1,24.92249081,1
12476,1,0,3.20859817,0
12477,1,0,2.981085828,0
12478,0,0,8.805203387,0
12479,1,0,1.663215184,0
12480,0,1,11.2791749,1
12481,1,1,11.50670229,1
12482,0,1,12.31982205,1
12483,0,0,11.81700553,0
12484,1,0,3.72259575,0
12485,1,0,1.742079564,0
12486,0,1,11.80609386,1
12487,0,0,8.430616698,0
12488,0,0,18.89944644,0
12489,1,1,14.91781299,1
12490,0,1,9.489588961,1
12491,0,1,14.34227576,1
12492,0,1,15.07815976,1
12493,1,0,3.97074842,0
12494,0,0,14.66292579,0
12495,1,1,9.456969656,1
12496,1,1,5.360993432,1
12497,0,1,9.910086511,1
12498,0,1,16.92246954,1
12499,0,1,13.83155793,1
12500,0,1,19.31225437,1
12501,0,1,12.01001169,1
12502,1,0,4.411447676,0
12503,0,1,12.360979,1
12504,1,1,31.78092323,1
12505,1,1,28.47991383,1
12506,1,0,4.451517838,0
12507,1,0,5.802904573,0
12508,0,1,10.98703803,1
12509,1,1,21.77644878,1
12510,0,0,11.68819179,0
12511,0,0,14.52693588,0
12512,0,0,14.08441413,0
12513,1,1,11.01232704,1
12514,1,1,15.66291657,1
12515,1,0,3.643151463,0
12516,0,1,12.23897229,1
12517,1,0,3.493303831,0
12518,0,0,10.66026874,0
12519,0,0,13.92850228,0
12520,1,0,3.537437992,0
12521,1,0,4.441257053,0
12522,1,1,7.942528012,1
12523,0,0,12.3801719,0
12524,1,1,56.95058791,1
12525,0,0,11.34730123,0
12526,1,0,3.238460229,0
12527,1,0,2.892099005,0
12528,1,1,45.95011581,1
12529,0,1,10.78935934,1
12530,1,0,6.742650879,0
12531,1,0,1.992420006,0
12532,0,1,10.05809309,1
12533,0,1,9.284260544,1
12534,0,1,15.72140994,1
12535,0,0,11.30852154,0
12536,1,1,20.49148492,1
12537,0,0,17.76717595,0
12538,1,1,18.32885624,1
12539,0,0,10.35351726,0
12540,1,0,3.863097153,0
12541,0,0,12.73909099,0
12542,1,0,2.731536182,0
12543,1,1,4.993723605,1
12544,1,0,4.084647366,0
12545,1,1,28.63232747,1
12546,1,1,4.866018917,1
12547,1,1,27.25394617,1
12548,1,0,3.177481508,0
12549,1,1,20.19157139,1
12550,1,0,2.070345559,0
12551,1,1,16.09447809,1
12552,1,1,19.6055086,1
12553,0,0,15.13412859,0
12554,0,0,14.64516559,0
12555,0,0,18.61471555,0
12556,0,0,12.55723184,0
12557,0,1,11.53484223,1
12558,1,0,3.231805624,0
12559,1,1,30.74509088,1
12560,1,1,8.146475809,1
12561,1,1,36.48766887,1
12562,1,0,1.778629946,0
12563,0,0,11.84133833,0
12564,0,1,15.79378075,1
12565,0,1,10.14313562,1
12566,0,0,12.77694993,0
12567,0,1,13.26049048,1
12568,1,0,1.845427494,0
12569,0,1,9.518053595,1
12570,1,1,8.276437829,1
12571,1,1,26.70528809,1
12572,1,1,6.130897424,1
12573,0,1,10.84065787,1
12574,1,1,10.95915667,1
12575,1,0,4.913056712,0
12576,1,1,20.37909994,1
12577,0,1,17.19119086,1
12578,1,1,27.08711128,1
12579,1,1,5.541425369,1
12580,1,0,2.948646515,0
12581,0,0,12.50683494,0
12582,0,1,12.66264583,1
12583,1,1,5.838792123,1
12584,0,1,11.21240641,1
12585,0,1,13.10823937,1
12586,1,1,35.51009139,1
12587,1,1,43.24652624,1
12588,1,1,10.19794891,1
12589,1,1,29.15633038,1
12590,1,0,2.468323886,0
12591,0,1,10.92168083,1
12592,1,0,3.975642823,0
12593,0,0,12.79964487,0
12594,1,0,4.742677325,0
12595,0,0,9.47277575,0
12596,1,1,12.56434605,1
12597,1,0,2.914575362,0
12598,0,1,8.45567632,1
12599,1,1,16.33728953,1
12600,1,0,2.673203399,0
12601,1,0,3.712024149,0
12602,0,0,16.07721463,0
12603,0,0,12.53469443,0
12604,0,1,8.519102452,1
12605,0,0,15.02072566,0
12606,1,0,2.004279864,0
12607,0,1,12.56740754,1
12608,1,0,2.393329315,0
12609,0,1,12.69261061,1
12610,1,1,9.328132532,1
12611,1,0,2.038549103,0
12612,1,1,38.36558301,1
12613,1,0,1.49978303,0
12614,0,0,14.01194962,0
12615,1,1,8.39167103,1
12616,1,0,3.579200762,0
12617,1,0,4.945941525,0
12618,1,1,6.390066097,1
12619,1,0,3.544523345,0
12620,1,0,2.712443811,0
12621,0,0,12.53731469,0
12622,1,1,39.59313365,1
12623,0,1,11.7608489,1
12624,0,1,10.23360433,1
12625,1,0,3.191476746,0
12626,1,1,14.43184632,1
12627,0,1,9.293882791,1
12628,1,1,12.29237929,1
12629,1,0,4.515072493,0
12630,1,0,3.885289215,0
12631,1,1,16.82532446,1
12632,1,1,20.23116175,1
12633,1,1,12.79452608,1
12634,1,0,2.309859258,0
12635,1,1,26.31510199,1
12636,0,1,9.461388364,1
12637,1,1,13.26811339,1
12638,0,0,9.795286441,0
12639,0,0,13.01969945,0
12640,0,0,16.5156939,0
12641,0,0,12.01492168,0
12642,1,0,6.32781919,0
12643,0,1,7.983021858,1
12644,1,0,3.481462068,0
12645,0,0,12.45563301,0
12646,1,1,7.546579126,1
12647,0,0,9.973771055,0
12648,1,1,22.75118569,1
12649,1,0,2.78706926,0
12650,1,0,4.655856884,0
12651,1,1,5.314664086,1
12652,0,1,10.94255904,1
12653,0,1,13.65479423,1
12654,0,1,13.18412837,1
12655,1,0,1.969331729,0
12656,0,0,13.30499866,0
12657,0,1,11.80233009,1
12658,1,1,29.24457762,1
12659,1,0,2.466239008,0
12660,0,1,10.75790907,1
12661,1,0,1.73151832,0
12662,0,0,9.298346041,0
12663,0,1,14.70741348,1
12664,0,1,11.81964759,1
12665,0,1,14.09698828,1
12666,1,1,22.79208391,1
12667,0,0,14.42898182,0
12668,0,0,14.06606951,0
12669,0,1,15.67813218,1
12670,1,0,2.431556437,0
12671,1,1,23.08053327,1
12672,0,1,8.100582168,1
12673,0,1,13.91068757,1
12674,0,1,9.407027377,1
12675,1,0,1.965002433,0
12676,1,1,18.37725108,1
12677,0,0,15.36931511,0
12678,1,1,16.04130427,1
12679,1,0,3.599355133,0
12680,0,0,12.62407742,0
12681,1,0,5.001312959,0
12682,0,0,10.19623171,0
12683,1,0,2.911688601,0
12684,0,1,14.39860942,1
12685,1,1,7.275511461,1
12686,0,0,11.52975095,0
12687,1,1,36.78258142,1
12688,1,0,2.481071219,0
12689,1,1,10.61417881,1
12690,1,1,5.946808187,1
12691,0,0,11.0818311,0
12692,1,1,28.78972175,1
12693,1,1,10.4901723,1
12694,0,1,16.73307356,1
12695,1,0,4.05074219,0
12696,1,0,5.144200695,0
12697,1,0,3.098474204,0
12698,1,1,19.83356457,1
12699,1,0,2.728169194,0
12700,0,0,14.16896004,0
12701,1,0,3.325436514,0
12702,0,1,9.093694211,1
12703,0,0,14.72797926,0
12704,0,1,11.78953747,1
12705,0,0,10.29274456,0
12706,1,1,30.07229069,1
12707,0,1,16.0731171,1
12708,1,0,2.857680042,0
12709,0,0,14.14428374,0
12710,0,1,12.83618052,1
12711,0,1,16.36180334,1
12712,0,0,11.52722693,0
12713,1,1,26.97544106,1
12714,1,0,1.934925046,0
12715,1,1,12.96204622,1
12716,1,0,3.536243358,0
12717,1,1,4.558676354,1
12718,0,1,11.66800869,1
12719,0,1,14.87869834,1
12720,0,1,11.72296658,1
12721,1,1,8.550824927,1
12722,1,1,14.31434529,1
12723,0,1,10.58093995,1
12724,1,1,25.62286557,1
12725,0,1,9.545079232,1
12726,1,0,2.817099062,0
12727,0,0,11.83711917,0
12728,1,1,13.20421033,1
12729,1,1,20.12506561,1
12730,0,1,13.63112757,1
12731,1,1,6.30053419,1
12732,0,1,13.92570147,1
12733,0,1,12.22587916,1
12734,1,0,2.052536181,0
12735,1,1,9.734262781,1
12736,1,1,10.34440865,1
12737,0,1,10.1013491,1
12738,1,1,11.50439023,1
12739,1,1,10.4226304,1
12740,1,0,5.940917364,0
12741,0,0,15.43292368,0
12742,1,0,1.386836662,0
12743,1,0,3.254264976,0
12744,1,1,12.99475216,1
12745,1,0,2.983532989,0
12746,1,1,12.70819998,1
12747,1,0,3.148695249,0
12748,0,0,10.77249566,0
12749,1,0,3.837499985,0
12750,1,1,18.15427855,1
12751,0,1,9.41346223,1
12752,1,1,23.57865117,1
12753,1,0,6.131450039,0
12754,1,1,29.65624406,1
12755,1,1,14.24420476,1
12756,0,1,15.99995281,1
12757,0,1,20.44696274,1
12758,0,0,12.8144283,0
12759,1,0,3.95924135,0
12760,0,1,11.81298791,1
12761,1,1,19.0058867,1
12762,0,0,17.12985543,0
12763,1,0,5.226088673,0
12764,1,1,18.67719163,1
12765,0,1,14.76158529,1
12766,1,1,21.50215816,1
12767,0,1,14.68580241,1
12768,0,1,16.87226314,1
12769,0,0,11.7681828,0
12770,0,1,14.22391415,1
12771,0,1,12.42265871,1
12772,0,0,13.1522547,0
12773,1,1,16.19299806,1
12774,0,0,14.95630144,0
12775,1,1,31.38686174,1
12776,0,0,11.97449974,0
12777,0,0,14.57117513,0
12778,0,0,16.12745938,0
12779,1,1,31.29467883,1
12780,0,1,9.431465975,1
12781,1,0,6.299462318,0
12782,1,0,2.174460833,0
12783,1,1,16.40158755,1
12784,1,0,3.345433838,0
12785,0,0,11.78551345,0
12786,1,1,17.26633991,1
12787,1,1,19.49158907,1
12788,1,1,10.34132766,1
12789,1,1,21.6161631,1
12790,1,0,2.358382859,0
12791,0,0,15.56593906,0
12792,0,0,14.15621229,0
12793,1,1,6.177269254,1
12794,0,0,9.737848924,0
12795,1,0,4.240769076,0
12796,1,0,4.648587182,0
12797,1,0,1.663296276,0
12798,1,1,15.27602827,1
12799,1,1,29.46249724,1
12800,1,0,4.128648062,0
12801,0,0,15.22120672,0
12802,1,1,8.87078809,1
12803,1,1,10.24253761,1
12804,0,1,14.71766029,1
12805,1,0,4.348206162,0
12806,1,0,3.608241825,0
12807,0,1,9.195898231,1
12808,1,1,21.23465946,1
12809,0,0,15.90045003,0
12810,0,0,14.18757562,0
12811,1,0,1.220904371,0
12812,0,0,13.74170623,0
12813,0,0,13.93133294,0
12814,1,1,5.807715085,1
12815,1,0,2.168525096,0
12816,1,0,0.900794923,0
12817,0,1,14.40023021,1
12818,1,1,14.8716707,1
12819,1,1,6.261251295,1
12820,1,1,26.10733431,1
12821,0,0,14.66225315,0
12822,0,1,12.80002101,1
12823,0,0,16.00881556,1
12824,0,1,13.20226914,1
12825,1,0,3.041465459,0
12826,0,0,13.62501089,0
12827,0,0,11.17542376,0
12828,0,1,14.96630088,1
12829,1,0,2.216590489,0
12830,0,1,14.55706814,1
12831,0,0,10.26230165,0
12832,1,1,14.25818984,1
12833,0,0,12.78133986,0
12834,1,0,1.679825131,0
12835,0,0,9.04690103,0
12836,1,0,2.739369923,0
12837,1,1,14.84565723,1
12838,1,1,36.70841839,1
12839,0,1,13.45857783,1
12840,0,0,15.93047883,0
12841,1,0,3.681440323,0
12842,0,0,12.71635015,0
12843,1,1,15.77262189,1
12844,1,1,27.9466565,1
12845,1,0,1.519758183,0
12846,1,1,10.57846382,1
12847,1,0,2.96723396,0
12848,1,1,14.32790011,1
12849,1,1,27.70270584,1
12850,0,1,10.73968272,1
12851,0,1,12.88543987,1
12852,1,0,3.881561815,0
12853,1,1,16.36521715,1
12854,1,1,10.78340429,1
12855,1,1,7.278174578,1
12856,1,1,2.834108852,1
12857,1,1,34.00105344,1
12858,1,0,4.340911302,0
12859,1,1,12.45473127,1
12860,1,1,6.684477916,1
12861,1,1,43.00600785,1
12862,1,0,5.419512389,1
12863,1,1,23.03418723,1
12864,1,1,3.914562035,1
12865,1,0,3.57486429,0
12866,0,0,10.96289434,0
12867,1,1,6.676680825,1
12868,1,1,4.83281143,1
12869,1,1,19.25524859,1
12870,0,0,11.8432516,0
12871,1,0,2.249429383,0
12872,1,1,48.63442019,1
12873,0,1,14.17673216,1
12874,1,1,25.7006801,1
12875,0,1,14.65043143,1
12876,1,0,3.184352729,0
12877,1,1,9.021404103,1
12878,1,0,3.304679783,0
12879,1,0,2.811687228,0
12880,0,0,13.50973845,0
12881,0,0,9.985894969,0
12882,0,1,11.68299488,1
12883,1,0,3.411547606,0
12884,1,0,3.512168198,0
12885,1,1,17.85162783,1
12886,0,1,15.02492565,1
12887,0,0,16.11680853,0
12888,0,1,9.537781084,1
12889,1,1,21.15349634,1
12890,0,1,10.48605049,1
12891,1,1,30.02003367,1
12892,1,1,8.99758377,1
12893,1,0,2.967898884,0
12894,1,0,5.34874253,0
12895,0,0,14.10170173,0
12896,0,0,17.98985702,0
12897,0,1,11.26793903,1
12898,1,0,1.035290675,0
12899,0,0,15.09939008,0
12900,0,0,11.6779653,0
12901,1,0,2.900275743,0
12902,0,1,10.43566881,1
12903,1,0,3.447049374,0
12904,1,0,5.288439675,0
12905,0,1,16.59788562,1
12906,0,1,12.52887476,1
12907,1,1,8.594428268,1
12908,0,0,10.04842342,0
12909,1,1,12.74374649,1
12910,0,0,14.44787442,0
12911,0,0,16.88636916,0
12912,1,0,5.360479079,0
12913,0,1,14.28668431,1
12914,0,0,10.74437537,0
12915,0,0,11.87929883,0
12916,0,1,12.71115904,1
12917,1,0,2.790402131,0
12918,0,0,14.15922778,0
12919,1,0,3.904150864,0
12920,0,1,10.95757172,1
12921,1,0,2.450887678,0
12922,0,1,12.05026163,1
12923,1,0,3.160591492,0
12924,1,1,4.84483707,1
12925,0,0,13.87199702,0
12926,1,1,6.058815631,1
12927,0,1,15.49870181,1
12928,0,1,13.6999362,1
12929,0,0,14.48858263,0
12930,1,0,4.598252588,0
12931,0,0,10.23296424,0
12932,1,1,16.95627638,1
12933,1,0,2.660457098,0
12934,1,1,31.53238497,1
12935,1,0,2.66015518,0
12936,1,0,1.594110164,0
12937,0,1,11.9111342,1
12938,1,0,2.442290815,0
12939,1,1,16.45881492,1
12940,0,0,15.54332837,0
12941,0,0,17.49075539,0
12942,0,0,13.82631545,0
12943,1,1,7.633110417,1
12944,1,1,36.16768105,1
12945,0,0,16.09456733,0
12946,1,1,17.44886094,1
12947,0,0,10.65317136,0
12948,1,0,1.509312487,0
12949,1,0,2.417907957,0
12950,0,1,10.4577958,1
12951,1,0,3.579103639,0
12952,0,0,17.79729789,0
12953,1,0,3.485476126,0
12954,0,0,13.44910145,0
12955,0,1,8.702457209,1
12956,0,1,8.822242613,1
12957,0,1,15.39842203,1
12958,0,1,16.74028509,1
12959,1,1,35.73463039,1
12960,0,0,15.54929029,0
12961,1,0,2.815625423,0
12962,1,1,14.04020727,1
12963,1,0,4.728896907,0
12964,0,0,9.875630143,0
12965,1,1,17.17567331,1
12966,1,1,47.09134458,1
12967,0,0,14.08225189,0
12968,1,0,4.294398516,0
12969,1,1,32.40340562,1
12970,0,1,13.635785,1
12971,1,1,6.978264932,1
12972,1,1,8.953460168,1
12973,1,1,23.10988876,1
12974,0,1,13.70999211,1
12975,0,1,9.411167221,1
12976,0,0,9.149572068,0
12977,0,1,13.75508243,1
12978,1,1,16.35964292,0
12979,0,0,16.49980591,0
12980,0,0,13.43565402,0
12981,1,1,7.392166989,1
12982,1,0,5.655211517,0
12983,1,0,3.506780997,0
12984,1,0,4.00239773,0
12985,1,0,2.204319834,0
12986,0,1,11.53273003,1
12987,0,1,12.50515705,1
12988,0,1,14.50007389,1
12989,1,1,13.37285671,1
12990,1,0,3.314892349,0
12991,0,1,12.37321129,1
12992,1,0,7.77441518,1
12993,1,1,24.15858817,1
12994,1,1,9.367225667,1
12995,1,1,24.61075486,1
12996,0,0,9.597753153,0
12997,1,1,24.30093056,1
12998,0,0,13.64354073,0
12999,1,1,2.298490713,1
13000,0,1,12.79804157,1
13001,1,0,4.472661467,0
13002,1,0,2.90177518,0
13003,1,0,2.179587096,0
13004,1,1,11.3105823,1
13005,0,0,12.97618141,0
13006,1,0,1.878405209,0
13007,1,1,24.03853532,1
13008,0,1,17.31283012,1
13009,1,1,7.376383693,1
13010,0,0,15.66867856,0
13011,0,1,15.80741089,1
13012,0,0,12.44400703,0
13013,1,0,5.515253976,0
13014,1,1,25.36702066,1
13015,0,1,9.553859704,1
13016,1,1,13.11646106,1
13017,1,0,1.486910238,0
13018,1,1,36.07596439,1
13019,1,0,6.22816094,0
13020,1,1,10.46412603,1
13021,1,0,3.805215977,0
13022,0,0,12.70341325,0
13023,1,0,4.492513762,0
13024,0,0,13.4512753,0
13025,0,0,13.73028586,0
13026,1,1,26.79003808,1
13027,0,0,12.04719164,1
13028,1,0,3.244020897,0
13029,1,1,25.42261555,1
13030,1,1,16.37223302,1
13031,0,1,13.8932701,1
13032,1,0,4.35367991,0
13033,1,1,6.266160912,1
13034,1,1,22.46710051,1
13035,0,0,14.5924247,0
13036,0,1,11.06825358,1
13037,0,0,11.42097321,0
13038,0,0,11.8467887,0
13039,1,0,2.474290876,0
13040,1,0,2.034280155,0
13041,1,1,13.84857499,1
13042,0,1,12.85274777,1
13043,0,1,9.232380789,1
13044,1,1,24.66111844,1
13045,0,1,9.58794081,1
13046,1,0,3.054479316,0
13047,1,0,2.461970223,0
13048,1,0,1.184469613,0
13049,1,1,22.77462934,1
13050,0,0,12.3537437,0
13051,0,1,17.71006194,1
13052,0,1,13.02111565,1
13053,0,1,11.09800738,1
13054,1,0,5.705455877,0
13055,0,0,14.84348015,0
13056,1,0,2.213075293,0
13057,1,1,14.76732544,1
13058,1,1,13.99170194,1
13059,1,0,3.418945285,0
